condition,mask_strategy,observation_fraction,family,seed,rmse,correlation,correlation_retention,spectral_information_loss,parameter_estimation_error
oracle,uniform,1.0,sine,7,0.0021737596649652313,0.9999920475795636,0.9999840952223682,0.04225837928793297,0.0
blind,uniform,1.0,sine,7,0.004156666689210924,0.9999852741575302,0.9999705485319109,0.04995298621354338,0.35000000000000003
interpolation_baseline,uniform,1.0,sine,7,0.25533575217653914,0.996087074905849,0.9921894607944904,0.16417194629042942,0.0
naive_baseline,uniform,1.0,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,uniform,0.75,sine,7,0.018597507803091013,0.9990495123367775,0.998099928100353,0.03369176012240327,0.0
blind,uniform,0.75,sine,7,0.018211939310633873,0.9990984245255621,0.9981976618894602,0.029881292042467922,0.35000000000000003
interpolation_baseline,uniform,0.75,sine,7,0.2533174204251754,0.9957505129547739,0.9915190840496954,0.17895418982404243,0.0
naive_baseline,uniform,0.75,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,uniform,0.5,sine,7,0.026495724794609935,0.9981071315589166,0.9962178460687685,0.07265661241427801,0.0
blind,uniform,0.5,sine,7,0.026066535170297993,0.9981593091676132,0.9963220064779669,0.073285967640499,0.35000000000000003
interpolation_baseline,uniform,0.5,sine,7,0.25046181910484205,0.9950499993317584,0.9901245011701324,0.18653920611199548,0.0
naive_baseline,uniform,0.5,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,uniform,0.25,sine,7,0.037759933813608926,0.9965746665293722,0.9931610659681295,0.09876399920020185,0.0
blind,uniform,0.25,sine,7,0.03699516568644209,0.9966330278444625,0.9932773921904212,0.09915109658487375,0.35000000000000003
interpolation_baseline,uniform,0.25,sine,7,0.23810346022027903,0.9935664254470896,0.9871742417757071,0.1739387541852544,0.0
naive_baseline,uniform,0.25,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,uniform,0.1,sine,7,0.09584970073499613,0.9882751779418738,0.9766878273360423,0.12898559074249571,0.0
blind,uniform,0.1,sine,7,0.0705205928902602,0.9897771462162465,0.979658799171977,0.1440770621669918,0.67
interpolation_baseline,uniform,0.1,sine,7,0.16392052894497516,0.9872524296528596,0.9746673598554746,0.17014253870112817,0.0
naive_baseline,uniform,0.1,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,window,1.0,sine,7,0.0021737596649652313,0.9999920475795636,0.9999840952223682,0.04225837928793297,0.0
blind,window,1.0,sine,7,0.004156666689210924,0.9999852741575302,0.9999705485319109,0.04995298621354338,0.35000000000000003
interpolation_baseline,window,1.0,sine,7,0.25533575217653914,0.996087074905849,0.9921894607944904,0.16417194629042942,0.0
naive_baseline,window,1.0,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,window,0.75,sine,7,0.1201356119589968,0.9617001030450517,0.924867088196863,0.0969899757012802,0.0
blind,window,0.75,sine,7,0.11986312946347338,0.9620817855577276,0.9256013621019453,0.09763993662934278,0.35000000000000003
interpolation_baseline,window,0.75,sine,7,0.28146515074740025,0.9699660677079472,0.940834172504818,0.15041519689931782,0.0
naive_baseline,window,0.75,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,window,0.5,sine,7,0.3017606900919781,0.8085948394929793,0.6538256144546769,0.13105763062594955,0.0
blind,window,0.5,sine,7,0.2956445130909645,0.7876903623862788,0.6204561069962271,0.14230206248018074,0.03666666666666667
interpolation_baseline,window,0.5,sine,7,0.4289536622142298,0.8252140893873902,0.6809782933234596,0.1662053766335606,0.0
naive_baseline,window,0.5,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,window,0.25,sine,7,0.5050933625223009,0.5948706225988248,0.3538710576311135,0.1316933695377549,0.0
blind,window,0.25,sine,7,0.4656165574711847,0.5559903641489142,0.30912528502644226,0.11989914343186459,0.03666666666666667
interpolation_baseline,window,0.25,sine,7,0.6795569003316706,0.6346642423105884,0.40279870046767324,0.15935268164796423,0.0
naive_baseline,window,0.25,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,window,0.1,sine,7,0.605554450854366,0.40149149510312554,0.16119542064014308,0.15963921893330268,0.0
blind,window,0.1,sine,7,0.55137535615251,0.28828892223288893,0.08311050268220069,0.15386968960470537,0.03666666666666667
interpolation_baseline,window,0.1,sine,7,0.8126569849938152,0.5561417632122827,0.3092936607888667,0.1439977217491839,0.0
naive_baseline,window,0.1,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,random,1.0,sine,7,0.0021737596649652313,0.9999920475795636,0.9999840952223682,0.04225837928793297,0.0
blind,random,1.0,sine,7,0.004156666689210924,0.9999852741575302,0.9999705485319109,0.04995298621354338,0.35000000000000003
interpolation_baseline,random,1.0,sine,7,0.25533575217653914,0.996087074905849,0.9921894607944904,0.16417194629042942,0.0
naive_baseline,random,1.0,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,random,0.75,sine,7,0.020006168356225266,0.998906057225412,0.9978133111616182,0.04794934068382739,0.0
blind,random,0.75,sine,7,0.019956916578437428,0.9989131279116434,0.9978274371142233,0.044157480262980275,0.35000000000000003
interpolation_baseline,random,0.75,sine,7,0.251338884724591,0.9954137729047253,0.9908485792884201,0.16479730355908118,0.0
naive_baseline,random,0.75,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,random,0.5,sine,7,0.06462139757314642,0.9884985773564532,0.9771294374357319,0.05740976987591395,0.0
blind,random,0.5,sine,7,0.06383841647279442,0.9888673847431194,0.9778587046086966,0.05601087315206432,0.35000000000000003
interpolation_baseline,random,0.5,sine,7,0.253609404318202,0.9947540522252755,0.9895356244186061,0.11983048633850046,0.0
naive_baseline,random,0.5,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,random,0.25,sine,7,0.07732629429670043,0.9843084826452055,0.968863189007307,0.06310732172205513,0.0
blind,random,0.25,sine,7,0.07614331532872051,0.9847573185389048,0.969746976415934,0.06383490985524753,0.35000000000000003
interpolation_baseline,random,0.25,sine,7,0.2275673823980198,0.9931476870106408,0.9863423282145858,0.13368323011139704,0.0
naive_baseline,random,0.25,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,random,0.1,sine,7,0.19088188832483405,0.908897745596322,0.8260951119500765,0.12030467823275814,0.0
blind,random,0.1,sine,7,0.1905689902583704,0.9094848623390598,0.8271627148238986,0.12069773968680386,0.35000000000000003
interpolation_baseline,random,0.1,sine,7,0.2978670570855465,0.926634424900627,0.8586513574109157,0.16277175721702508,0.0
naive_baseline,random,0.1,sine,7,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,uniform,1.0,sine,11,0.0020728552744072415,0.9999998540111987,0.9999997080224188,0.039835995615855935,0.0
blind,uniform,1.0,sine,11,0.02416008094842422,0.9999835829442772,0.9999671661580742,0.08907621327835691,0.3433333333333333
interpolation_baseline,uniform,1.0,sine,11,0.29332273760348165,0.9987310274599791,0.9974636652112655,0.02714325230739567,0.0
naive_baseline,uniform,1.0,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,uniform,0.75,sine,11,0.0030274564757842857,0.9999813059815202,0.9999626123125068,0.0918985809287921,0.0
blind,uniform,0.75,sine,11,0.023738249445597423,0.9999697388339194,0.9999394785835769,0.09770957419265924,0.3433333333333333
interpolation_baseline,uniform,0.75,sine,11,0.2924606257543403,0.9987301186568844,0.9974618499123945,0.03901403184959895,0.0
naive_baseline,uniform,0.75,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,uniform,0.5,sine,11,0.004784791509621125,0.9999395138080128,0.9998790312746051,0.08053167901710434,0.0
blind,uniform,0.5,sine,11,0.02344297249803446,0.9999387654595275,0.999877534668724,0.055598909817289655,0.3433333333333333
interpolation_baseline,uniform,0.5,sine,11,0.29157252377356613,0.9987184316264012,0.9974385056702986,0.06429835819717411,0.0
naive_baseline,uniform,0.5,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,uniform,0.25,sine,11,0.008833882471767715,0.9998225740030818,0.9996451794861481,0.11767788130512402,0.0
blind,uniform,0.25,sine,11,0.019491003082809422,0.9998341727906543,0.999668373079972,0.11362154708988181,0.3433333333333333
interpolation_baseline,uniform,0.25,sine,11,0.2834517849015282,0.9986426841161835,0.9972872105387754,0.11573036578454032,0.0
naive_baseline,uniform,0.25,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,uniform,0.1,sine,11,0.061150326624235196,0.9965351771602059,0.9930823593177229,0.1720498025156838,0.0
blind,uniform,0.1,sine,11,0.046340402432682004,0.9966719080581521,0.9933548923122776,0.1722560613491786,0.3433333333333333
interpolation_baseline,uniform,0.1,sine,11,0.20681565111179967,0.9960627935812313,0.9921410887568466,0.17439420948490036,0.0
naive_baseline,uniform,0.1,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,window,1.0,sine,11,0.0020728552744072415,0.9999998540111987,0.9999997080224188,0.039835995615855935,0.0
blind,window,1.0,sine,11,0.02416008094842422,0.9999835829442772,0.9999671661580742,0.08907621327835691,0.3433333333333333
interpolation_baseline,window,1.0,sine,11,0.29332273760348165,0.9987310274599791,0.9974636652112655,0.02714325230739567,0.0
naive_baseline,window,1.0,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,window,0.75,sine,11,0.16433615643492203,0.9390082889010939,0.8817365666249602,0.09713723110978145,0.0
blind,window,0.75,sine,11,0.16626066730540118,0.9209657881210344,0.8481779828893979,0.12126236186589046,0.029999999999999995
interpolation_baseline,window,0.75,sine,11,0.38857812496907046,0.961066433659614,0.9236486899072092,0.14834330257658734,0.0
naive_baseline,window,0.75,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,window,0.5,sine,11,0.25010959072782857,0.8926363751799921,0.7967996982944755,0.10696923336072106,0.0
blind,window,0.5,sine,11,0.2311200167288233,0.8695373468889511,0.7560951976346761,0.13044113381425337,0.029999999999999995
interpolation_baseline,window,0.5,sine,11,0.5096833246050196,0.9227325235001893,0.8514353099250274,0.15765006892649525,0.0
naive_baseline,window,0.5,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,window,0.25,sine,11,0.19274644500826643,0.900879512691246,0.8115838963868168,0.11012496072605948,0.0
blind,window,0.25,sine,11,0.19040015663390808,0.9051868927692704,0.8193633108412867,0.11242618763691092,0.3433333333333333
interpolation_baseline,window,0.25,sine,11,0.291756383773319,0.9274307522910434,0.8601278002951308,0.1580120355296808,0.0
naive_baseline,window,0.25,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,window,0.1,sine,11,0.309901370367578,0.8808854520203052,0.7759591795810175,0.1365859543828426,0.0
blind,window,0.1,sine,11,0.26244157960874936,0.9059247048306609,0.8206995708225201,0.1468327191350206,1.0466666666666666
interpolation_baseline,window,0.1,sine,11,0.2515170005468607,0.9089965549700494,0.826274736947418,0.15107849060817835,0.0
naive_baseline,window,0.1,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,random,1.0,sine,11,0.0020728552744072415,0.9999998540111987,0.9999997080224188,0.039835995615855935,0.0
blind,random,1.0,sine,11,0.02416008094842422,0.9999835829442772,0.9999671661580742,0.08907621327835691,0.3433333333333333
interpolation_baseline,random,1.0,sine,11,0.29332273760348165,0.9987310274599791,0.9974636652112655,0.02714325230739567,0.0
naive_baseline,random,1.0,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,random,0.75,sine,11,0.002878323748724493,0.9999843802828392,0.999968760809654,0.13812521247185638,0.0
blind,random,0.75,sine,11,0.023790992486462683,0.9999724154444045,0.9999448316497167,0.11470497560760795,0.3433333333333333
interpolation_baseline,random,0.75,sine,11,0.29257642953728485,0.9987355290358416,0.9974726569585024,0.04497689755158962,0.0
naive_baseline,random,0.75,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,random,0.5,sine,11,0.008827128722757762,0.9998117956827942,0.9996236267864534,0.1243575954346604,0.0
blind,random,0.5,sine,11,0.021420865963869874,0.9998208802082288,0.9996417925003573,0.12418072782725709,0.3433333333333333
interpolation_baseline,random,0.5,sine,11,0.2862962478480473,0.9987133639043719,0.9974283832411864,0.13308391977004297,0.0
naive_baseline,random,0.5,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,random,0.25,sine,11,0.013764021908958151,0.999665206712782,0.9993305255121092,0.11383765806062951,0.0
blind,random,0.25,sine,11,0.017602437979722392,0.9996856331571837,0.9993713651408793,0.11744579304202762,0.3433333333333333
interpolation_baseline,random,0.25,sine,11,0.27672281465478343,0.9985853873681635,0.9971727758652251,0.15091951606095,0.0
naive_baseline,random,0.25,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,random,0.1,sine,11,0.1861209549322806,0.9446209063856871,0.892308656780917,0.1250481286974714,0.0
blind,random,0.1,sine,11,0.17815346082677957,0.9527020607862118,0.9076412166262947,0.12412469670001103,0.6766666666666666
interpolation_baseline,random,0.1,sine,11,0.2438238729576241,0.958472682593687,0.9186698832783387,0.14723994413986652,0.0
naive_baseline,random,0.1,sine,11,0.4242640687119285,nan,nan,0.08570991287109664,0.0
oracle,uniform,1.0,pulse,3,0.0022940997864408074,0.9999842746365472,0.9999685495203814,0.054016903880609535,0.0
blind,uniform,1.0,pulse,3,0.01574882467364293,0.9999507204766003,0.999901443381672,0.054294984132135626,0.3566666666666667
interpolation_baseline,uniform,1.0,pulse,3,0.1872888510344182,0.9945129551830674,0.9890560180269578,0.05223133005767655,0.0
naive_baseline,uniform,1.0,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,uniform,0.75,pulse,3,0.01804239392083759,0.9985122359481421,0.9970266853381582,0.1923270386305267,0.0
blind,uniform,0.75,pulse,3,0.025107719710580578,0.9983872690981943,0.9967771390973502,0.19353125624355394,0.3566666666666667
interpolation_baseline,uniform,0.75,pulse,3,0.18411806212017023,0.9942119735274653,0.9884574483053773,0.16321769786125162,0.0
naive_baseline,uniform,0.75,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,uniform,0.5,pulse,3,0.026326620555470952,0.9968289967497714,0.9936680487611558,0.21229133711416925,0.0
blind,uniform,0.5,pulse,3,0.032555439946317044,0.9965589366258047,0.9931297141687547,0.21334695292501205,0.3566666666666667
interpolation_baseline,uniform,0.5,pulse,3,0.18125731481894863,0.9938170482096426,0.987672325312127,0.18773127997450578,0.0
naive_baseline,uniform,0.5,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,uniform,0.25,pulse,3,0.055829968239758374,0.9866880601588929,0.973553328060119,0.15228696892171378,0.0
blind,uniform,0.25,pulse,3,0.060084854700094746,0.9891098215128483,0.9783382390131786,0.13289618757883437,0.6766666666666666
interpolation_baseline,uniform,0.25,pulse,3,0.16807165401719618,0.9869529969651678,0.9740762182185265,0.11178123851755606,0.0
naive_baseline,uniform,0.25,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,uniform,0.1,pulse,3,0.23144041040412566,0.7207831247523175,0.519528312927715,0.1836946867720317,0.0
blind,uniform,0.1,pulse,3,0.2299326057252743,0.7095167790431457,0.5034140597437601,0.16655422742578407,0.6766666666666666
interpolation_baseline,uniform,0.1,pulse,3,0.24959875126132625,0.6862870680811913,0.47098993981547776,0.16507814020874423,0.0
naive_baseline,uniform,0.1,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,window,1.0,pulse,3,0.0022940997864408074,0.9999842746365472,0.9999685495203814,0.054016903880609535,0.0
blind,window,1.0,pulse,3,0.01574882467364293,0.9999507204766003,0.999901443381672,0.054294984132135626,0.3566666666666667
interpolation_baseline,window,1.0,pulse,3,0.1872888510344182,0.9945129551830674,0.9890560180269578,0.05223133005767655,0.0
naive_baseline,window,1.0,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,window,0.75,pulse,3,0.009131169077097797,0.9996914921677122,0.999383079512507,0.11107426062186077,0.0
blind,window,0.75,pulse,3,0.01793594642812772,0.9996518671283874,0.999303855453271,0.11180719552818152,0.3566666666666667
interpolation_baseline,window,0.75,pulse,3,0.18769591165419375,0.9943182111194965,0.9886687049638756,0.09368739684502925,0.0
naive_baseline,window,0.75,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,window,0.5,pulse,3,0.5492703098914581,0.4985493576202999,0.24855146198361366,0.18070955850955162,0.0
blind,window,0.5,pulse,3,0.4446188433374918,0.4780817406095775,0.22856215070428332,0.19824705932053877,0.043333333333333335
interpolation_baseline,window,0.5,pulse,3,0.8413852812864926,0.503981567214867,0.2539974200923535,0.13641292382279302,0.0
naive_baseline,window,0.5,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,window,0.25,pulse,3,0.3320515421447365,0.513658124888052,0.2638446692635096,0.18184731012669353,0.0
blind,window,0.25,pulse,3,0.3230829788206206,0.544174711771904,0.29612611693203483,0.15160736237188965,1.0333333333333334
interpolation_baseline,window,0.25,pulse,3,0.31996319622134034,0.5503267073134688,0.3028594847824843,0.14907379354829575,0.0
naive_baseline,window,0.25,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,window,0.1,pulse,3,0.35668859625897203,-0.4336629905254219,0.18806358935145218,0.21298595381934016,0.0
blind,window,0.1,pulse,3,0.3567628854483146,-0.44671887005627103,0.19955774886435157,0.16625801270627028,1.0333333333333334
interpolation_baseline,window,0.1,pulse,3,0.3567898146286092,-0.44961464524867484,0.20215332922209173,0.15778144248791148,0.0
naive_baseline,window,0.1,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,random,1.0,pulse,3,0.0022940997864408074,0.9999842746365472,0.9999685495203814,0.054016903880609535,0.0
blind,random,1.0,pulse,3,0.01574882467364293,0.9999507204766003,0.999901443381672,0.054294984132135626,0.3566666666666667
interpolation_baseline,random,1.0,pulse,3,0.1872888510344182,0.9945129551830674,0.9890560180269578,0.05223133005767655,0.0
naive_baseline,random,1.0,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,random,0.75,pulse,3,0.0321301238074515,0.995745639652374,0.9915093788867153,0.1709702386979135,0.0
blind,random,0.75,pulse,3,0.03939981242240384,0.9956278403144444,0.9912747964092048,0.17244199284031303,0.3566666666666667
interpolation_baseline,random,0.75,pulse,3,0.1716098285286865,0.9922466952634753,0.9845535042612881,0.1339507744046371,0.0
naive_baseline,random,0.75,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,random,0.5,pulse,3,0.04466020267050602,0.9907132845197909,0.9815128121239922,0.1765570995621233,0.0
blind,random,0.5,pulse,3,0.04844176596160211,0.9902435993730923,0.9805823860993772,0.17817410045934323,0.3566666666666667
interpolation_baseline,random,0.5,pulse,3,0.18414412078148581,0.9915412566994984,0.9831540637372207,0.13888239163880733,0.0
naive_baseline,random,0.5,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,random,0.25,pulse,3,0.07062945187711409,0.978328575338268,0.9571268013234051,0.16580154681361292,0.0
blind,random,0.25,pulse,3,0.07411051232223938,0.9783830090249164,0.9572333123486496,0.16733387672974942,0.3566666666666667
interpolation_baseline,random,0.25,pulse,3,0.17973168522592622,0.9738361843108622,0.9483569138731395,0.1296572608745219,0.0
naive_baseline,random,0.25,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,random,0.1,pulse,3,0.35643628234765234,-0.35683355192857996,0.12733018378196656,0.15761638515685672,0.0
blind,random,0.1,pulse,3,0.35641188941727076,-0.3572610359643817,0.12763544781834324,0.1229680314705176,1.0333333333333334
interpolation_baseline,random,0.1,pulse,3,0.356403252096819,-0.3573059044482238,0.12766750935356325,0.11743441072645944,0.0
naive_baseline,random,0.1,pulse,3,0.35650142851376415,nan,nan,0.23269246252564457,0.0
oracle,uniform,1.0,pulse,7,0.002199034853353793,0.9999960784464851,0.9999921569083488,8.226336497607623e-05,0.0
blind,uniform,1.0,pulse,7,0.0031938162554419666,0.9999939770821663,0.9999879542006082,0.0015245523206471878,0.35000000000000003
interpolation_baseline,uniform,1.0,pulse,7,0.42468418493457005,0.9971617564750184,0.9943315685763439,0.06629602718694638,0.0
naive_baseline,uniform,1.0,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,uniform,0.75,pulse,7,0.018464220737419507,0.9995475139676221,0.9990952326788537,0.07507341985750449,0.0
blind,uniform,0.75,pulse,7,0.017355960267563687,0.9995867588175282,0.9991736884033313,0.07252368950978272,0.35000000000000003
interpolation_baseline,uniform,0.75,pulse,7,0.4208467294969642,0.9972645729276371,0.9945366284165426,0.0745188063549238,0.0
naive_baseline,uniform,0.75,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,uniform,0.5,pulse,7,0.024770990335429885,0.9991964550471587,0.9983935557788086,0.07924817355733582,0.0
blind,uniform,0.5,pulse,7,0.023069874010999126,0.9992748546707161,0.9985502351771808,0.08046238555791108,0.35000000000000003
interpolation_baseline,uniform,0.5,pulse,7,0.4170623861291479,0.9973759480372811,0.9947587817232654,0.05144889791816121,0.0
naive_baseline,uniform,0.5,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,uniform,0.25,pulse,7,0.04477681727575741,0.9977858156744912,0.9955765339612097,0.07732130644412538,0.0
blind,uniform,0.25,pulse,7,0.04226794210467034,0.9979338747763709,0.9958720184261814,0.07516692986902318,0.35000000000000003
interpolation_baseline,uniform,0.25,pulse,7,0.3943807547696444,0.9969872655137679,0.9939836075966204,0.07039326821074321,0.0
naive_baseline,uniform,0.25,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,uniform,0.1,pulse,7,0.29474776388412194,0.8821287256095428,0.7781510885455161,0.0749805865616966,0.0
blind,uniform,0.1,pulse,7,0.272872373003799,0.8939761515937223,0.799193359618322,0.07325987733571959,0.67
interpolation_baseline,uniform,0.1,pulse,7,0.35469370554072,0.9096291320065869,0.8274251577950567,0.06600028747228726,0.0
naive_baseline,uniform,0.1,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,window,1.0,pulse,7,0.002199034853353793,0.9999960784464851,0.9999921569083488,8.226336497607623e-05,0.0
blind,window,1.0,pulse,7,0.0031938162554419666,0.9999939770821663,0.9999879542006082,0.0015245523206471878,0.35000000000000003
interpolation_baseline,window,1.0,pulse,7,0.42468418493457005,0.9971617564750184,0.9943315685763439,0.06629602718694638,0.0
naive_baseline,window,1.0,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,window,0.75,pulse,7,0.45301406814066275,0.8349422231281872,0.6971285159622396,0.04939256380948076,0.0
blind,window,0.75,pulse,7,0.4133103023366502,0.7933837976940347,0.629457850443409,0.06475711747258805,0.03666666666666667
interpolation_baseline,window,0.75,pulse,7,0.8063326077195154,0.8790594681981444,0.7727455486288044,0.05049765309624654,0.0
naive_baseline,window,0.75,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,window,0.5,pulse,7,0.3638169756903002,0.8399948333518742,0.7055913200578429,0.0767853312123844,0.0
blind,window,0.5,pulse,7,0.2823428347158048,0.883986406910424,0.7814319676024016,0.06063842819108667,1.04
interpolation_baseline,window,0.5,pulse,7,0.2805879264024714,0.8911125801397795,0.7940816304833749,0.06062407071943099,0.0
naive_baseline,window,0.5,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,window,0.25,pulse,7,0.6904059818252263,0.6958543095675247,0.4842132201436965,0.11737725848136737,0.0
blind,window,0.25,pulse,7,0.6836200973012012,0.7381273860263953,0.5448320380021592,0.09028885156403343,1.04
interpolation_baseline,window,0.25,pulse,7,0.6814205843395581,0.7454865888473996,0.5557502541513318,0.09024817495321868,0.0
naive_baseline,window,0.25,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,window,0.1,pulse,7,0.7052958853289383,-0.4694911922800453,0.2204219796285385,0.14270375822841241,0.0
blind,window,0.1,pulse,7,0.7052121988532077,-0.5045514234101658,0.2545721388652244,0.09705798595926718,1.04
interpolation_baseline,window,0.1,pulse,7,0.7051850067482341,-0.5072224850481428,0.2572746493384135,0.09492091599008601,0.0
naive_baseline,window,0.1,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,random,1.0,pulse,7,0.002199034853353793,0.9999960784464851,0.9999921569083488,8.226336497607623e-05,0.0
blind,random,1.0,pulse,7,0.0031938162554419666,0.9999939770821663,0.9999879542006082,0.0015245523206471878,0.35000000000000003
interpolation_baseline,random,1.0,pulse,7,0.42468418493457005,0.9971617564750184,0.9943315685763439,0.06629602718694638,0.0
naive_baseline,random,1.0,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,random,0.75,pulse,7,0.009559115796939823,0.9998830917314043,0.999766197130352,0.029063898695138257,0.0
blind,random,0.75,pulse,7,0.008949322883064055,0.9998945843665825,0.9997891798456208,0.028153088248276892,0.35000000000000003
interpolation_baseline,random,0.75,pulse,7,0.4228356760378358,0.9972484559557186,0.994504482906065,0.06990853867815772,0.0
naive_baseline,random,0.75,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,random,0.5,pulse,7,0.034618622639895166,0.9984059227236158,0.9968143865295948,0.07382609951948449,0.0
blind,random,0.5,pulse,7,0.0341999182397372,0.9984734493385684,0.9969492290340587,0.07254067417988996,0.35000000000000003
interpolation_baseline,random,0.5,pulse,7,0.42704900969280907,0.9971201293974221,0.9942485524495318,0.05499545138435247,0.0
naive_baseline,random,0.5,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,random,0.25,pulse,7,0.05511199744442062,0.9963520550176803,0.9927174175379546,0.08410561841449793,0.0
blind,random,0.25,pulse,7,0.053057861935361064,0.9965213223111523,0.9930547458207675,0.08355456854765386,0.35000000000000003
interpolation_baseline,random,0.25,pulse,7,0.39633456961805147,0.9965420011690592,0.9930959600940332,0.06349682215539576,0.0
naive_baseline,random,0.25,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,random,0.1,pulse,7,0.46111167226369987,0.8252529043948535,0.6810423562121413,0.05698634411361847,0.0
blind,random,0.1,pulse,7,0.42193860608964057,0.7823911961226419,0.6121359837702183,0.0720085113655774,0.03666666666666667
interpolation_baseline,random,0.1,pulse,7,0.8103870454964753,0.8712674778298876,0.7591070179240537,0.05315843962600819,0.0
naive_baseline,random,0.1,pulse,7,0.7054810031169252,nan,nan,0.18092861640807756,0.0
oracle,uniform,1.0,pulse,11,0.0020793928980190517,0.9999911621716849,0.999982324421477,0.040050800184618374,0.0
blind,uniform,1.0,pulse,11,0.023414800230751542,0.9998949430327493,0.9997898971024649,0.03934802032026452,0.3433333333333333
interpolation_baseline,uniform,1.0,pulse,11,0.2938835462911488,0.9920295829749362,0.9841226934974258,0.038438994172444674,0.0
naive_baseline,uniform,1.0,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
oracle,uniform,0.75,pulse,11,0.025226852403976704,0.9979555847157492,0.9959153490653528,0.1921405044945781,0.0
blind,uniform,0.75,pulse,11,0.0309499790076736,0.9982923183935246,0.9965875529635183,0.18788823305665647,0.3433333333333333
interpolation_baseline,uniform,0.75,pulse,11,0.2896378866597327,0.9916897432110477,0.9834485467899938,0.1567998144231425,0.0
naive_baseline,uniform,0.75,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
