final_cum_abs_dgv,final_recoverability,git_sha,monitor_alpha,monitor_beta,monitor_gamma,monitor_threshold,peak_abs_ds_dt,peak_s_total,ref_name,run_created_utc,run_id,run_number,scenario
0.8588087034662247,,a24a2fced71d6775e6f599c80f864f897d3c1325,0.92,0.08,0.95,0.0025,0.007280994054066138,0.6931433789350595,main,2026-02-10T02:24:48.512058+00:00,21849190839,53,swarm_amplification
0.24410333432796094,,a24a2fced71d6775e6f599c80f864f897d3c1325,0.92,0.08,0.97,0.00012,0.0005652102722778438,0.6900000000000001,main,2026-02-10T02:24:48.512058+00:00,21849190839,53,adversarial_saturation
0.10278778433240932,0.26792245592629516,a24a2fced71d6775e6f599c80f864f897d3c1325,0.92,0.08,0.95,0.001,0.00022974883359572825,0.44911941792739263,main,2026-02-10T02:24:48.512058+00:00,21849190839,53,human_ai_feedback_loop
0.8588087034662247,,877e33e53604c7cb401c49deff189adbfe708915,0.92,0.08,0.95,0.0025,0.007280994054066138,0.6931433789350595,main,2026-02-10T02:25:25.364284+00:00,21849204947,54,swarm_amplification
0.24410333432796094,,877e33e53604c7cb401c49deff189adbfe708915,0.92,0.08,0.97,0.00012,0.0005652102722778438,0.6900000000000001,main,2026-02-10T02:25:25.364284+00:00,21849204947,54,adversarial_saturation
0.10278778433240932,0.26792245592629516,877e33e53604c7cb401c49deff189adbfe708915,0.92,0.08,0.95,0.001,0.00022974883359572825,0.44911941792739263,main,2026-02-10T02:25:25.364284+00:00,21849204947,54,human_ai_feedback_loop
0.8588087034662247,,053302f3f7e444dbb2dbea253a5a7406654861d9,0.92,0.08,0.95,0.0025,0.007280994054066138,0.6931433789350595,main,2026-02-10T02:26:39.343821+00:00,21849231331,55,swarm_amplification
0.24410333432796094,,053302f3f7e444dbb2dbea253a5a7406654861d9,0.92,0.08,0.97,0.00012,0.0005652102722778438,0.6900000000000001,main,2026-02-10T02:26:39.343821+00:00,21849231331,55,adversarial_saturation
0.10278778433240932,0.26792245592629516,053302f3f7e444dbb2dbea253a5a7406654861d9,0.92,0.08,0.95,0.001,0.00022974883359572825,0.44911941792739263,main,2026-02-10T02:26:39.343821+00:00,21849231331,55,human_ai_feedback_loop
0.8588087034662247,,7913d7620edac703fad4e6ec391ff580f6380df4,0.92,0.08,0.95,0.0025,0.007280994054066138,0.6931433789350595,main,2026-02-10T02:39:10.970295+00:00,21849503228,56,swarm_amplification
0.24410333432796094,,7913d7620edac703fad4e6ec391ff580f6380df4,0.92,0.08,0.97,0.00012,0.0005652102722778438,0.6900000000000001,main,2026-02-10T02:39:10.970295+00:00,21849503228,56,adversarial_saturation
0.10278778433240932,0.26792245592629516,7913d7620edac703fad4e6ec391ff580f6380df4,0.92,0.08,0.95,0.001,0.00022974883359572825,0.44911941792739263,main,2026-02-10T02:39:10.970295+00:00,21849503228,56,human_ai_feedback_loop
0.8588087034662247,,68c066dd150accc9c6fd6152aac3b383fa7875ff,0.92,0.08,0.95,0.0025,0.007280994054066138,0.6931433789350595,main,2026-02-10T03:11:34.779296+00:00,21850189232,57,swarm_amplification
0.24410333432796094,,68c066dd150accc9c6fd6152aac3b383fa7875ff,0.92,0.08,0.97,0.00012,0.0005652102722778438,0.6900000000000001,main,2026-02-10T03:11:34.779296+00:00,21850189232,57,adversarial_saturation
0.10278778433240932,0.26792245592629516,68c066dd150accc9c6fd6152aac3b383fa7875ff,0.92,0.08,0.95,0.001,0.00022974883359572825,0.44911941792739263,main,2026-02-10T03:11:34.779296+00:00,21850189232,57,human_ai_feedback_loop
